Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2002,221,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,222,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,94
2002,223,Melbourne (Remainder),0,0,0,0,10,0,0,0,0,,,0,0,13,0,,0,16,0,0,62
2002,224,Melbourne (Remainder),0,0,0,0,,0,0,0,,20,28,0,9,,0,,0,17,0,,108
2002,226,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,34,0,0,0,,,0,0,,0,0,47
2002,227,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,
2002,228,Melbourne (Remainder),0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,57
2002,229,Melbourne (Remainder),0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
2002,230,Melbourne (Remainder),0,,0,,0,0,,0,0,,0,0,,,0,0,0,,0,0,35
2002,231,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2002,232,Melbourne (Remainder),0,0,0,,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,54
2002,233,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,234,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,9,0,,14
2002,235,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2002,236,Melbourne (Remainder),0,,,,,,,,,,11,,,,,,,,,,15
2002,237,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,238,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,239,Melbourne (Remainder),,,0,0,,0,0,0,20,,41,,0,60,0,0,0,,0,0,399
2002,240,Melbourne (Remainder),0,0,0,0,,0,188,,0,,0,0,0,0,0,0,0,,0,0,207
2002,241,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,242,Melbourne (Remainder),,0,0,0,20,,228,0,,,0,,0,0,0,,0,0,0,0,298
2002,243,Melbourne (Remainder),49,,0,0,66,,151,0,32,23,0,,0,,0,,0,,0,,468
2002,244,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,245,Melbourne (Remainder),0,29,0,,52,,35,0,,,,,,,0,0,0,8,0,,225
2002,246,Melbourne (Remainder),,,0,,29,0,,0,0,98,12,0,,12,0,0,0,16,0,,271
2002,247,Melbourne (Remainder),,,0,,115,,74,0,60,161,34,,0,25,,0,0,,0,0,782
2002,248,Melbourne (Remainder),17,,0,0,10,0,,,,,,,0,37,0,,0,0,0,,184
2002,249,Melbourne (Remainder),0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2002,250,Melbourne (Remainder),0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,300
2002,251,Melbourne (Remainder),0,0,0,0,46,0,,0,,0,72,,0,11,0,0,0,0,0,,353
2002,252,Melbourne (Remainder),,,0,0,23,0,,,,196,10,0,,,,0,0,13,0,0,280
2002,253,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,254,Melbourne (Remainder),0,,0,0,49,,0,0,29,66,,,0,114,,0,0,,,0,325
2002,255,Melbourne (Remainder),,,0,0,29,,0,0,,25,,,,60,0,0,0,27,0,,688
2002,256,Melbourne (Remainder),,,0,0,446,0,0,0,,,0,0,,,,0,0,,0,0,554
2002,257,Melbourne (Remainder),0,,0,0,16,0,,,,,106,0,19,42,0,0,0,,,0,514
2002,258,Melbourne (Remainder),0,0,0,0,0,,,0,0,,0,,,,0,0,0,0,0,0,329
2002,259,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,,,0,,0,0,0,308,,,506
2002,260,Melbourne (Remainder),,,0,0,0,0,0,0,0,,0,0,,,0,0,0,61,0,,123
2002,261,Melbourne (Remainder),0,0,0,0,45,0,0,0,0,0,0,,,135,0,,0,51,0,,260
2002,262,Melbourne (Remainder),0,,0,0,,0,0,0,0,,0,0,,,0,0,0,0,0,0,40
2002,263,Melbourne (Remainder),0,0,0,0,,,0,0,0,,0,0,0,,0,0,0,,0,0,66
2002,264,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,
2002,265,Melbourne (Remainder),,30,0,0,,0,,0,0,75,0,,,247,,0,0,,0,0,991
2002,266,Melbourne (Remainder),0,0,0,0,,0,592,0,0,25,0,,0,7,0,0,0,,0,0,636
2002,267,Melbourne (Remainder),,,0,,72,,,0,,14,34,,0,168,0,,0,,,0,391
2002,268,Melbourne (Remainder),,,0,0,73,0,0,0,,,26,0,0,,0,0,0,,,,337
2002,269,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,270,Melbourne (Remainder),0,,0,5,0,0,,0,20,185,0,0,0,8,0,0,0,31,,0,4660
2002,271,Melbourne (Remainder),176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
2002,272,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,372,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,273,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,274,Melbourne (Remainder),0,,,235,,,,,,,,,,,,,,,,,265
2002,301,Melbourne (Remainder),0,,,,,,,,,,,,,,,,,8,,,10
2002,302,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,303,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,304,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,6
2002,305,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,306,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,307,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,308,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
2002,309,Melbourne (Remainder),0,0,,0,,,0,0,0,,0,0,57,,0,0,0,0,,34,149
2002,310,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,48
2002,311,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,312,Melbourne (Remainder),0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,0,,47
2002,313,Melbourne (Remainder),0,0,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,,109
2002,314,Melbourne (Remainder),0,,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,131
2002,315,Melbourne (Remainder),0,,,33,,,,,,,,,,,,,,,,,33
2002,316,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,317,Melbourne (Remainder),0,,0,0,0,0,0,,0,0,0,0,0,19,0,0,0,0,0,0,22
2002,318,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,
2002,319,Melbourne (Remainder),0,0,0,,,,0,0,0,,0,,,0,0,0,0,,0,,298
2002,320,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,321,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,322,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,47
2002,556,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,323,Melbourne (Remainder),0,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,,213
2002,324,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,325,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,326,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,,0,0,13
2002,327,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,,0,0,0,0,0,0,,0,0,27
2002,328,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,329,Melbourne (Remainder),0,41,0,0,,0,0,0,0,,0,0,,0,,0,0,0,0,0,119
2002,330,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,331,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,,0,43,0,0,0,,0,,86
2002,332,Melbourne (Remainder),0,0,0,0,,0,0,0,,0,0,0,37,18,0,,0,0,,0,90
2002,333,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,0,0,0,12,0,0,0,17,0,21,80
2002,334,Melbourne (Remainder),0,,0,0,16,0,0,0,0,17,0,0,20,0,0,0,0,,,,77
2002,335,Melbourne (Remainder),0,,0,,,,0,0,0,0,,0,32,0,0,0,,20,0,12,95
2002,336,Melbourne (Remainder),0,0,0,3,8,0,,0,0,,0,,,9,0,0,0,0,0,,50
2002,337,Melbourne (Remainder),0,,0,,0,,0,,,0,0,0,,,0,0,0,,,69,258
2002,338,Melbourne (Remainder),0,0,0,0,,0,0,,0,,0,0,161,0,0,0,0,0,0,0,167
2002,339,Melbourne (Remainder),0,0,0,0,0,,0,0,,0,0,,26,0,0,0,,0,0,15,67
2002,340,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,7,0,0,,0,0,0,0,0,0,,25
2002,341,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,89
2002,342,Melbourne (Remainder),0,0,0,0,,,0,0,0,,0,,35,30,,0,0,0,0,,206
2002,343,Melbourne (Remainder),0,0,0,0,,,0,0,,0,,,,,0,0,0,16,17,,137
2002,344,Melbourne (Remainder),0,0,0,0,0,0,0,0,,,0,0,0,,0,,0,0,0,0,114
2002,345,Melbourne (Remainder),0,,0,40,21,0,,,29,82,10,0,18,21,0,,,43,15,,337
2002,346,Melbourne (Remainder),0,,0,0,9,0,0,0,13,,,,,,0,0,0,11,,0,68
2002,347,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,0,0,0,23,0,0,0,0,,0,54
2002,348,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,0,0,5
2002,349,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,350,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,351,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,352,Melbourne (Remainder),,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,353,Melbourne (Remainder),,0,0,0,,0,0,0,0,,87,0,0,,0,0,0,,0,0,142
2002,354,Melbourne (Remainder),0,143,0,54,55,0,0,0,,40,,,,21,,,,83,55,,519
2002,355,Melbourne (Remainder),0,,0,0,49,0,0,0,0,,17,,0,,0,0,,,0,,210
2002,356,Melbourne (Remainder),0,,0,0,36,0,0,0,,,0,,10,26,0,0,0,19,0,23,161
2002,357,Melbourne (Remainder),0,18,0,,,,,0,,,,0,,80,0,0,0,,7,,236
2002,358,Melbourne (Remainder),,0,0,0,31,,0,0,0,,0,0,,3,0,0,0,,,0,78
2002,359,Melbourne (Remainder),0,,0,0,12,0,0,,,,0,47,0,,0,0,0,,0,0,88
2002,360,Melbourne (Remainder),0,,0,0,,0,0,0,0,40,0,,0,0,0,0,,5,0,17,97
2002,361,Melbourne (Remainder),0,,0,0,,0,0,0,0,15,0,0,0,4,0,0,0,,,0,75
2002,362,Melbourne (Remainder),,10,0,0,,0,,0,,16,0,0,0,,0,0,0,69,0,0,158
2002,363,Melbourne (Remainder),0,,,,,,,,,,,,,,,,,152,,,155
2002,364,Melbourne (Remainder),0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,,0,0,40
2002,365,Melbourne (Remainder),0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,9,0,0,80
2002,366,Melbourne (Remainder),,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,45
2002,367,Melbourne (Remainder),0,0,0,0,,0,,0,0,0,0,0,0,,0,0,0,,0,0,7
2002,368,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,,22,0,0,0,0,0,,69
2002,369,Melbourne (Remainder),0,,0,0,,0,0,0,0,,0,,,6,0,0,0,12,18,,66
2002,370,Melbourne (Remainder),0,0,0,0,,0,0,,0,,0,0,,,0,,0,0,0,,55
2002,371,Melbourne (Remainder),0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,373,Melbourne (Remainder),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,374,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,375,Melbourne (Remainder),,,,,159,,,0,21,,0,13,0,64,0,0,0,0,,17,464
2002,376,Melbourne (Remainder),0,0,0,10,4,,,,0,,,,,14,0,0,0,,,0,204
2002,377,Melbourne (Remainder),0,0,0,,175,,,0,0,26,51,,,57,,0,0,0,,,422
2002,378,Melbourne (Remainder),0,0,0,,16,,0,0,0,30,,0,0,22,0,0,0,,0,,224
2002,379,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,380,Melbourne (Remainder),,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,401,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,402,Melbourne (Remainder),0,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,,0,47,231
2002,403,Melbourne (Remainder),0,,0,0,0,0,0,0,0,0,0,,,0,0,0,0,,,,193
2002,404,Melbourne (Remainder),0,,,,,,,,,,,,,,,,,,,27,29
2002,405,Melbourne (Remainder),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,34
2002,406,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,407,Melbourne (Remainder),0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,408,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,409,Melbourne (Remainder),,,0,0,17,0,,,0,0,0,0,,16,0,0,0,0,0,,50
2002,410,Melbourne (Remainder),0,0,0,0,,0,0,0,0,0,0,,,0,0,0,0,,,0,52
2002,411,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2002,412,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,56
2002,413,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,,,,0,0,0,0,,15,141
2002,414,Melbourne (Remainder),0,0,0,0,,0,0,0,,,0,0,,,,0,,0,,,108
2002,415,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,,27
2002,416,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,4
2002,557,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,418,Melbourne (Remainder),0,,0,0,0,,0,0,0,0,0,0,19,,0,0,0,,0,0,36
2002,419,Melbourne (Remainder),0,0,0,0,,0,0,,0,,,0,14,,0,,0,,0,,67
2002,420,Melbourne (Remainder),,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,41
2002,421,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,422,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,7
2002,423,Melbourne (Remainder),0,,,,14,,,,,34,,,,8,,,,,,,66
2002,424,Melbourne (Remainder),0,,0,0,,0,0,0,0,25,,0,0,,0,0,0,5,0,0,49
2002,425,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2002,426,Melbourne (Remainder),0,0,0,113,41,0,0,0,0,0,0,0,0,0,0,0,0,,,52,293
2002,427,Melbourne (Remainder),0,0,0,0,22,,0,0,0,,0,0,,23,0,0,0,54,,21,169
2002,428,Melbourne (Remainder),0,,0,0,0,0,0,0,0,,0,0,,,0,0,0,0,,,72
2002,429,Melbourne (Remainder),0,63,0,,,,,0,0,0,0,0,0,,0,0,0,0,,,114
2002,430,Melbourne (Remainder),0,0,0,0,20,0,0,0,0,13,0,0,,21,0,0,0,,,0,70
2002,431,Melbourne (Remainder),0,,0,0,13,0,0,,,,,0,44,71,0,0,0,24,21,,227
2002,432,Melbourne (Remainder),0,0,0,,,0,,0,0,,0,0,,,0,0,0,,,0,340
2002,433,Melbourne (Remainder),0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,434,Melbourne (Remainder),0,30,0,0,133,,0,0,,26,0,,,,,0,0,25,0,0,295
2002,435,Melbourne (Remainder),0,0,0,,13,0,0,0,,40,,0,0,,0,0,0,21,,,112
2002,436,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,437,Melbourne (Remainder),0,,0,0,,0,,0,,,,,0,0,0,0,0,0,0,,156
2002,438,Melbourne (Remainder),,,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,9,66
2002,439,Melbourne (Remainder),0,,,0,48,0,,,,,0,0,,25,,0,0,,,,211
2002,440,Melbourne (Remainder),0,0,0,,161,,,0,0,,,,35,,0,0,0,,,,315
2002,441,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,,,,398
2002,442,Melbourne (Remainder),0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,88
2002,443,Melbourne (Remainder),0,,0,0,,0,0,0,0,,0,0,0,,0,0,0,,0,0,38
2002,444,Melbourne (Remainder),0,28,0,0,,0,0,0,,,,,0,,,,0,0,0,25,518
2002,445,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2002,501,Melbourne (Remainder),0,0,0,,0,,0,0,0,0,0,0,27,0,0,0,0,0,62,157,248
2002,502,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,245,,0,0,,,129,,494
2002,503,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
2002,504,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,16,51
2002,505,Melbourne (Remainder),0,0,0,,5,0,0,0,0,,0,0,,14,0,0,0,0,,33,114
2002,506,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,25
2002,507,Melbourne (Remainder),0,0,0,,,0,0,0,0,0,0,0,63,,0,0,0,0,,0,90
2002,508,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,96,0,,0,0,0,,31,131
2002,509,Melbourne (Remainder),0,,,26,,,,,,,,,,,,,,,,,81
2002,510,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,511,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2002,512,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,25,108
2002,513,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,40,44
2002,514,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,515,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,516,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,517,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2002,518,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,519,Melbourne (Remainder),0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,28
2002,520,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,
2002,521,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,522,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2002,523,Melbourne (Remainder),0,0,0,0,0,0,,0,0,,8,0,0,0,0,0,0,,0,0,39
2002,524,Melbourne (Remainder),0,0,0,,0,0,0,0,,,,0,0,,0,,0,,,0,74
2002,525,Melbourne (Remainder),0,0,0,0,0,0,,,0,,0,0,0,,0,0,0,0,0,0,15
2002,526,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2002,527,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,528,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,529,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,530,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,531,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,532,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,533,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,534,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,535,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2002,536,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,537,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,538,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,539,Melbourne (Remainder),0,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,,155
2002,540,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,541,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,542,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,543,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,544,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,545,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,546,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,547,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2002,548,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,549,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,550,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,551,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,552,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,553,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,554,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,555,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,559,Melbourne (Remainder),0,0,0,0,0,0,0,,,,0,0,0,0,0,0,,,0,0,64
2002,560,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,561,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,562,Melbourne (Remainder),0,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,0,0,,23
2002,563,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,564,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,565,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,566,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,567,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,568,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,569,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,570,Melbourne (Remainder),,,,1796,,,,,,,,,,,,,,,,,1814
2002,571,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2002,601,Melbourne (Remainder),,0,0,0,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,69
2002,602,Melbourne (Remainder),0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2002,603,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,13
2002,604,Melbourne (Remainder),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
2002,605,Melbourne (Remainder),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2002,606,Melbourne (Remainder),14,,0,0,78,,0,0,0,,21,0,,,0,0,0,0,,0,164
2002,607,Melbourne (Remainder),,50,0,0,119,,0,,,26,103,0,,,0,29,0,14,,,986
2002,608,Melbourne (Remainder),0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,
